Target,Model,Threshold,Accuracy,Precision,Recall,F1-score,AUC-ROC
DDEAD,Logistic Regression V3,0.5,0.7565687789799073,0.2580935251798561,0.7051597051597052,0.3778801843317972,0.7942622805932159
DDEAD,Logistic Regression V3 Tuned,0.1,0.17954662545079855,0.11266034578918015,0.9926289926289926,0.2023541197094916,0.7942622805932159
DDEAD,Best Logistic Tuned,0.5,0.7506439979392066,0.2532981530343008,0.7076167076167076,0.37305699481865284,0.7921093100949215
DDEAD,Best Logistic Tuned + Threshold,0.1,0.13730036063884596,0.108151305274374,0.9975429975429976,0.19514539774092765,0.7921093100949215
